Date,Session Date,Exercise Name,sets,total_reps,total_volume,max_weight,avg_weight,best_1rm,best_reps,previous_weight,previous_volume,previous_reps,previous_1rm,previous_sets,weight_2_sessions_ago,volume_2_sessions_ago,one_rm_2_sessions_ago,weight_3_sessions_ago,volume_3_sessions_ago,one_rm_3_sessions_ago,weight_change,volume_change,reps_change,one_rm_change,weight_change_2,volume_change_2,one_rm_change_2,days_since_previous,previous_session_count,rolling_avg_weight_3,rolling_avg_volume_3,rolling_avg_1rm_3,rolling_avg_reps_3,recent_best_weight_3,recent_best_1rm_3,weight_trend,volume_trend,one_rm_trend,target_weight
2015-11-18 17:33:57,2015-11-18,Incline Bench Press (Barbell),5,40,8760.0,235.0,219.0,297.66666666666663,8,235.0,7935.0,39.0,297.66666666666663,5.0,240.0,9205.0,296.0,235.0,10685.0,291.3333333333333,0.0,825.0,1.0,0.0,-5.0,-445.0,1.6666666666666288,10.205972222222222,4,236.66666666666666,9275.0,294.99999999999994,45.333333333333336,240.0,297.66666666666663,0.0,-2750.0,6.333333333333314,235.0
2015-11-18 17:33:57,2015-11-18,Lateral Raise (Dumbbells),3,36,1800.0,50.0,50.0,70.0,12,40.0,1080.0,27.0,60.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,720.0,9.0,10.0,0.0,0.0,0.0,5.9652314814814815,1,40.0,1080.0,60.0,27.0,40.0,60.0,0.0,0.0,0.0,50.0
2015-11-21 18:32:29,2015-11-21,Bicep Curl (Barbell),3,37,2960.0,80.0,80.0,114.66666666666669,13,70.0,1960.0,28.0,105.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1000.0,9.0,9.666666666666686,0.0,0.0,0.0,5.015243055555556,1,70.0,1960.0,105.0,28.0,70.0,105.0,0.0,0.0,0.0,80.0
2015-11-21 18:32:29,2015-11-21,Rear delt fly,3,45,5175.0,115.0,115.0,172.5,15,125.0,4380.0,36.0,176.0,3.0,115.0,5980.0,172.5,115.0,4450.0,153.33333333333331,-10.0,795.0,9.0,-3.5,0.0,-805.0,0.0,11.057141203703704,4,118.33333333333333,4936.666666666667,167.27777777777777,42.666666666666664,125.0,176.0,10.0,-70.0,22.666666666666686,115.0
2015-11-21 18:32:29,2015-11-21,Seated Cable Row (close Grip),4,62,9440.0,160.0,152.5,277.33333333333337,22,130.0,3640.0,28.0,173.33333333333331,3.0,190.0,7460.0,253.3333333333333,160.0,4315.0,208.0,30.0,5800.0,34.0,104.00000000000006,-30.0,1980.0,24.000000000000085,5.015243055555556,5,160.0,5138.333333333333,211.55555555555554,33.333333333333336,190.0,253.3333333333333,-30.0,-675.0,-34.666666666666686,160.0
2015-11-24 16:45:06,2015-11-24,Incline Bench Press (Barbell),1,10,1380.0,138.0,138.0,184.0,10,235.0,8760.0,40.0,297.66666666666663,5.0,235.0,7935.0,297.66666666666663,240.0,9205.0,296.0,-97.0,-7380.0,-30.0,-113.66666666666663,-97.0,-6555.0,-113.66666666666663,5.966076388888889,5,236.66666666666666,8633.333333333334,297.1111111111111,41.0,240.0,297.66666666666663,-5.0,-445.0,1.6666666666666288,138.0
2015-11-24 16:45:06,2015-11-24,Seated Military Press,2,22,2970.0,135.0,135.0,189.0,12,165.0,4950.0,30.0,220.0,3.0,165.0,5150.0,209.0,0.0,0.0,0.0,-30.0,-1980.0,-8.0,-31.0,-30.0,-2180.0,-20.0,16.172048611111112,2,165.0,5050.0,214.5,32.0,165.0,220.0,0.0,0.0,0.0,135.0
2015-11-24 16:45:06,2015-11-24,Seated Military Press (Dumbbell),4,44,7020.0,180.0,157.5,252.0,12,180.0,8000.0,60.0,240.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-980.0,-16.0,12.0,0.0,0.0,0.0,11.93130787037037,1,180.0,8000.0,240.0,60.0,180.0,240.0,0.0,0.0,0.0,180.0
2015-11-24 16:45:06,2015-11-24,Seated Shoulder Press (Barbell),2,22,2970.0,135.0,135.0,189.0,12,165.0,4950.0,30.0,220.0,3.0,165.0,5150.0,209.0,0.0,0.0,0.0,-30.0,-1980.0,-8.0,-31.0,-30.0,-2180.0,-20.0,16.172048611111112,2,165.0,5050.0,214.5,32.0,165.0,220.0,0.0,0.0,0.0,135.0
2015-11-24 16:45:06,2015-11-24,Seated Shoulder Press (Dumbbell),4,44,7020.0,180.0,157.5,252.0,12,180.0,8000.0,60.0,240.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-980.0,-16.0,12.0,0.0,0.0,0.0,11.93130787037037,1,180.0,8000.0,240.0,60.0,180.0,240.0,0.0,0.0,0.0,180.0
2015-11-25 18:53:35,2015-11-25,Squat (Barbell),8,65,14565.0,250.0,223.75,318.5,9,315.0,15870.0,62.0,399.0,8.0,295.0,12320.0,373.6666666666666,295.0,16705.0,373.6666666666666,-65.0,-1305.0,3.0,-80.5,-45.0,2245.0,-55.16666666666657,10.307407407407407,4,301.6666666666667,14965.0,382.11111111111103,60.333333333333336,315.0,399.0,20.0,-835.0,25.333333333333428,250.0
2015-11-26 11:43:16,2015-11-26,Lat Pulldown,2,20,2850.0,150.0,142.5,200.0,10,155.0,5520.0,36.0,217.0,3.0,150.0,3000.0,200.0,0.0,0.0,0.0,-5.0,-2670.0,-16.0,-17.0,0.0,-150.0,0.0,19.78821759259259,2,152.5,4260.0,208.5,28.0,155.0,217.0,0.0,0.0,0.0,150.0
2015-11-26 11:43:16,2015-11-26,Rear delt fly,2,20,2400.0,120.0,120.0,160.0,10,115.0,5175.0,45.0,172.5,3.0,125.0,4380.0,176.0,115.0,5980.0,172.5,5.0,-2775.0,-25.0,-12.5,-5.0,-1980.0,-16.0,4.715821759259259,5,118.33333333333333,5178.333333333333,173.66666666666666,44.333333333333336,125.0,176.0,0.0,-805.0,0.0,120.0
2015-11-26 11:43:16,2015-11-26,Seated Cable Row (close Grip),5,50,9250.0,185.0,185.0,246.66666666666663,10,160.0,9440.0,62.0,277.33333333333337,4.0,130.0,3640.0,173.33333333333331,190.0,7460.0,253.3333333333333,25.0,-190.0,-12.0,-30.666666666666742,55.0,5610.0,73.33333333333331,4.715821759259259,6,160.0,6846.666666666667,234.66666666666666,44.666666666666664,190.0,277.33333333333337,-30.0,1980.0,24.000000000000085,185.0
2015-11-28 16:28:30,2015-11-28,Incline Bench Press (Barbell),7,55,10555.0,235.0,191.78571428571428,297.66666666666663,8,138.0,1380.0,10.0,184.0,1.0,235.0,8760.0,297.66666666666663,235.0,7935.0,297.66666666666663,97.0,9175.0,45.0,113.66666666666663,0.0,1795.0,0.0,3.988472222222222,6,202.66666666666666,6025.0,259.77777777777777,29.666666666666668,235.0,297.66666666666663,-97.0,-6555.0,-113.66666666666663,235.0
2015-11-28 16:28:30,2015-11-28,Lateral Raise (Dumbbells),3,36,1800.0,50.0,50.0,70.0,12,50.0,1800.0,36.0,70.0,3.0,40.0,1080.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,720.0,10.0,9.954548611111111,2,45.0,1440.0,65.0,31.5,50.0,70.0,0.0,0.0,0.0,50.0
2015-11-30 14:23:13,2015-11-30,Bicep Curl (Barbell),2,24,1920.0,80.0,80.0,112.0,12,80.0,2960.0,37.0,114.66666666666669,3.0,70.0,1960.0,105.0,0.0,0.0,0.0,0.0,-1040.0,-13.0,-2.6666666666666856,10.0,-40.0,7.0,8.826898148148148,2,75.0,2460.0,109.83333333333334,32.5,80.0,114.66666666666669,0.0,0.0,0.0,80.0
2015-11-30 14:23:13,2015-11-30,Rear delt fly,3,39,4875.0,125.0,125.0,183.33333333333331,14,120.0,2400.0,20.0,160.0,2.0,115.0,5175.0,172.5,125.0,4380.0,176.0,5.0,2475.0,19.0,23.333333333333314,10.0,-300.0,10.833333333333314,4.111076388888889,6,120.0,3985.0,169.5,33.666666666666664,125.0,176.0,-5.0,-1980.0,-16.0,125.0
2015-11-30 14:23:13,2015-11-30,Seated Cable Row (close Grip),4,40,6600.0,175.0,165.0,233.3333333333333,10,185.0,9250.0,50.0,246.66666666666663,5.0,160.0,9440.0,277.33333333333337,130.0,3640.0,173.33333333333331,-10.0,-2650.0,-10.0,-13.333333333333343,15.0,-2840.0,-44.000000000000085,4.111076388888889,7,158.33333333333334,7443.333333333333,232.44444444444446,46.666666666666664,185.0,277.33333333333337,55.0,5610.0,73.33333333333331,175.0
2015-12-02 17:13:03,2015-12-02,Incline Bench Press (Barbell),7,48,9280.0,235.0,187.85714285714286,297.66666666666663,8,235.0,10555.0,55.0,297.66666666666663,7.0,138.0,1380.0,184.0,235.0,8760.0,297.66666666666663,0.0,-1275.0,-7.0,0.0,97.0,7900.0,113.66666666666663,4.0309375,7,202.66666666666666,6898.333333333333,259.77777777777777,35.0,235.0,297.66666666666663,0.0,1795.0,0.0,235.0
2015-12-02 17:13:03,2015-12-02,Lateral Raise (Dumbbells),2,20,1000.0,50.0,50.0,66.66666666666666,10,50.0,1800.0,36.0,70.0,3.0,50.0,1800.0,70.0,40.0,1080.0,60.0,0.0,-800.0,-16.0,-3.333333333333343,0.0,-800.0,-3.333333333333343,4.0309375,3,46.666666666666664,1560.0,66.66666666666667,33.0,50.0,70.0,10.0,720.0,10.0,50.0
2015-12-02 17:35:51,2015-12-02,Squat (Barbell),8,58,14450.0,315.0,250.625,378.0,8,250.0,14565.0,65.0,318.5,8.0,315.0,15870.0,399.0,295.0,12320.0,373.6666666666666,65.0,-115.0,-7.0,59.5,0.0,-1420.0,-21.0,6.946018518518518,5,286.6666666666667,14251.666666666666,363.7222222222222,58.333333333333336,315.0,399.0,-45.0,2245.0,-55.16666666666657,315.0
2015-12-04 14:01:58,2015-12-04,Bicep Curl (Barbell),3,38,3040.0,80.0,80.0,117.33333333333334,14,80.0,1920.0,24.0,112.0,2.0,80.0,2960.0,114.66666666666669,70.0,1960.0,105.0,0.0,1120.0,14.0,5.333333333333343,0.0,80.0,2.666666666666657,3.9852430555555554,3,76.66666666666667,2280.0,110.55555555555556,29.666666666666668,80.0,114.66666666666669,10.0,-40.0,7.0,80.0
2015-12-04 14:01:58,2015-12-04,Lat Pulldown,1,9,1305.0,145.0,145.0,188.5,9,150.0,2850.0,20.0,200.0,2.0,155.0,5520.0,217.0,150.0,3000.0,200.0,-5.0,-1545.0,-11.0,-11.5,-10.0,-4215.0,-28.5,8.096319444444445,3,151.66666666666666,3790.0,205.66666666666666,25.333333333333332,155.0,217.0,0.0,-150.0,0.0,145.0
2015-12-04 14:01:58,2015-12-04,Rear delt fly,3,41,4715.0,115.0,115.0,172.5,15,125.0,4875.0,39.0,183.33333333333331,3.0,120.0,2400.0,160.0,115.0,5175.0,172.5,-10.0,-160.0,2.0,-10.833333333333314,-5.0,2315.0,12.5,3.9852430555555554,7,120.0,4150.0,171.94444444444443,34.666666666666664,125.0,183.33333333333331,10.0,-300.0,10.833333333333314,115.0
2015-12-06 10:53:19,2015-12-06,Incline Bench Press (Barbell),8,55,10395.0,250.0,196.875,300.0,12,235.0,9280.0,48.0,297.66666666666663,7.0,235.0,10555.0,297.66666666666663,138.0,1380.0,184.0,15.0,1115.0,7.0,2.3333333333333712,15.0,-160.0,2.3333333333333712,3.7362962962962962,8,202.66666666666666,7071.666666666667,259.77777777777777,37.666666666666664,235.0,297.66666666666663,97.0,7900.0,113.66666666666663,250.0
2015-12-06 10:53:19,2015-12-06,Seated Military Press,3,32,4720.0,155.0,148.33333333333334,206.66666666666663,12,135.0,2970.0,22.0,189.0,2.0,165.0,4950.0,220.0,165.0,5150.0,209.0,20.0,1750.0,10.0,17.66666666666663,-10.0,-230.0,-13.333333333333371,11.755706018518518,3,155.0,4356.666666666667,206.0,28.666666666666668,165.0,220.0,-30.0,-2180.0,-20.0,155.0
2015-12-06 10:53:19,2015-12-06,Seated Shoulder Press (Barbell),3,32,4720.0,155.0,148.33333333333334,206.66666666666663,12,135.0,2970.0,22.0,189.0,2.0,165.0,4950.0,220.0,165.0,5150.0,209.0,20.0,1750.0,10.0,17.66666666666663,-10.0,-230.0,-13.333333333333371,11.755706018518518,3,155.0,4356.666666666667,206.0,28.666666666666668,165.0,220.0,-30.0,-2180.0,-20.0,155.0
2015-12-07 19:37:54,2015-12-07,Good Morning (Barbell),3,30,2850.0,95.0,95.0,126.66666666666666,10,115.0,1840.0,16.0,145.66666666666666,2.0,0.0,0.0,0.0,0.0,0.0,0.0,-20.0,1010.0,14.0,-19.0,0.0,0.0,0.0,44.900231481481484,1,115.0,1840.0,145.66666666666666,16.0,115.0,145.66666666666666,0.0,0.0,0.0,95.0
2015-12-07 19:37:54,2015-12-07,Leg press (hinge ),3,30,15000.300000000001,500.01,500.01,666.68,10,450.0,16200.0,36.0,630.0,3.0,360.0,10800.0,480.0,430.0,12900.0,573.3333333333333,50.00999999999999,-1199.699999999999,-6.0,36.67999999999995,140.01,4200.300000000001,186.67999999999995,22.33818287037037,3,413.3333333333333,13300.0,561.1111111111111,32.0,450.0,630.0,20.0,3300.0,56.66666666666674,500.01
2015-12-07 19:37:54,2015-12-07,Squat (Barbell),8,48,13440.0,315.0,280.0,378.0,6,315.0,14450.0,58.0,378.0,8.0,250.0,14565.0,318.5,315.0,15870.0,399.0,0.0,-1010.0,-10.0,0.0,65.0,-1125.0,59.5,5.084756944444444,6,293.3333333333333,14961.666666666666,365.1666666666667,61.666666666666664,315.0,399.0,0.0,-1420.0,-21.0,315.0
2015-12-09 12:44:47,2015-12-09,Bicep Curl (Barbell),2,24,1920.0,80.0,80.0,112.0,12,80.0,3040.0,38.0,117.33333333333334,3.0,80.0,1920.0,112.0,80.0,2960.0,114.66666666666669,0.0,-1120.0,-14.0,-5.333333333333343,0.0,0.0,0.0,4.946400462962963,4,80.0,2640.0,114.66666666666667,33.0,80.0,117.33333333333334,0.0,80.0,2.666666666666657,80.0
2015-12-09 12:44:47,2015-12-09,Lat Pulldown,3,30,4500.0,150.0,150.0,200.0,10,145.0,1305.0,9.0,188.5,1.0,150.0,2850.0,200.0,155.0,5520.0,217.0,5.0,3195.0,21.0,11.5,0.0,1650.0,0.0,4.946400462962963,4,150.0,3225.0,201.83333333333334,21.666666666666668,155.0,217.0,-10.0,-4215.0,-28.5,150.0
2015-12-09 12:44:47,2015-12-09,Rear delt fly,3,36,4500.0,125.0,125.0,175.0,12,115.0,4715.0,41.0,172.5,3.0,125.0,4875.0,183.33333333333331,120.0,2400.0,160.0,10.0,-215.0,-5.0,2.5,0.0,-375.0,-8.333333333333314,4.946400462962963,8,120.0,3996.6666666666665,171.94444444444443,33.333333333333336,125.0,183.33333333333331,-5.0,2315.0,12.5,125.0
2015-12-09 12:44:47,2015-12-09,Seated Cable Row (close Grip),2,20,3500.0,175.0,175.0,233.3333333333333,10,175.0,6600.0,40.0,233.3333333333333,4.0,185.0,9250.0,246.66666666666663,160.0,9440.0,277.33333333333337,0.0,-3100.0,-20.0,0.0,-10.0,-5750.0,-13.333333333333343,8.931643518518518,8,173.33333333333334,8430.0,252.44444444444443,50.666666666666664,185.0,277.33333333333337,15.0,-2840.0,-44.000000000000085,175.0
2015-12-11 16:21:05,2015-12-11,Incline Bench Press (Barbell),8,60,11760.0,237.5,192.1875,300.8333333333333,10,250.0,10395.0,55.0,300.0,8.0,235.0,9280.0,297.66666666666663,235.0,10555.0,297.66666666666663,-12.5,1365.0,5.0,0.8333333333333144,2.5,2480.0,3.1666666666666856,5.227615740740741,9,240.0,10076.666666666666,298.4444444444444,52.666666666666664,250.0,300.0,15.0,-160.0,2.3333333333333712,237.5
2015-12-11 16:21:05,2015-12-11,Seated Military Press (Dumbbell),3,28,2960.0,120.0,106.66666666666667,160.0,10,180.0,7020.0,44.0,252.0,4.0,180.0,8000.0,240.0,0.0,0.0,0.0,-60.0,-4060.0,-16.0,-92.0,-60.0,-5040.0,-80.0,16.98332175925926,2,180.0,7510.0,246.0,52.0,180.0,252.0,0.0,0.0,0.0,120.0
2015-12-11 16:21:05,2015-12-11,Seated Shoulder Press (Dumbbell),3,28,2960.0,120.0,106.66666666666667,160.0,10,180.0,7020.0,44.0,252.0,4.0,180.0,8000.0,240.0,0.0,0.0,0.0,-60.0,-4060.0,-16.0,-92.0,-60.0,-5040.0,-80.0,16.98332175925926,2,180.0,7510.0,246.0,52.0,180.0,252.0,0.0,0.0,0.0,120.0
2015-12-11 16:21:05,2015-12-11,Tricep Extension,2,20,1600.0,80.0,80.0,106.66666666666666,10,75.0,1500.0,20.0,100.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,100.0,0.0,6.666666666666657,0.0,0.0,0.0,12.994849537037037,1,75.0,1500.0,100.0,20.0,75.0,100.0,0.0,0.0,0.0,80.0
2015-12-12 15:29:38,2015-12-12,Squat (Barbell),8,50,13350.0,315.0,268.75,378.0,8,315.0,13440.0,48.0,378.0,8.0,315.0,14450.0,378.0,250.0,14565.0,318.5,0.0,-90.0,2.0,0.0,0.0,-1100.0,0.0,4.827592592592593,7,293.3333333333333,14151.666666666666,358.1666666666667,57.0,315.0,378.0,65.0,-1125.0,59.5,315.0
2015-12-15 18:28:20,2015-12-15,Bicep Curl (Barbell),3,36,3240.0,90.0,90.0,126.0,12,80.0,1920.0,24.0,112.0,2.0,80.0,3040.0,117.33333333333334,80.0,1920.0,112.0,10.0,1320.0,12.0,14.0,10.0,200.0,8.666666666666657,6.238576388888889,5,80.0,2293.3333333333335,113.77777777777779,28.666666666666668,80.0,117.33333333333334,0.0,0.0,0.0,90.0
2015-12-15 18:28:20,2015-12-15,Rear delt fly,3,44,5500.0,125.0,125.0,187.5,15,125.0,4500.0,36.0,175.0,3.0,115.0,4715.0,172.5,125.0,4875.0,183.33333333333331,0.0,1000.0,8.0,12.5,10.0,785.0,15.0,6.238576388888889,9,121.66666666666667,4696.666666666667,176.94444444444443,38.666666666666664,125.0,183.33333333333331,0.0,-375.0,-8.333333333333314,125.0
2015-12-15 18:28:20,2015-12-15,Seated Cable Row (close Grip),4,39,6810.0,190.0,175.0,253.3333333333333,10,175.0,3500.0,20.0,233.3333333333333,2.0,175.0,6600.0,233.3333333333333,185.0,9250.0,246.66666666666663,15.0,3310.0,19.0,20.0,15.0,210.0,20.0,6.238576388888889,9,178.33333333333334,6450.0,237.77777777777774,36.666666666666664,185.0,246.66666666666663,-10.0,-5750.0,-13.333333333333343,190.0
2015-12-16 18:08:00,2015-12-16,Lateral Raise (Dumbbells),2,24,1200.0,50.0,50.0,70.0,12,50.0,1000.0,20.0,66.66666666666666,2.0,50.0,1800.0,70.0,50.0,1800.0,70.0,0.0,200.0,4.0,3.333333333333343,0.0,-600.0,0.0,14.038159722222222,4,50.0,1533.3333333333333,68.88888888888889,30.666666666666668,50.0,70.0,0.0,-800.0,-3.333333333333343,50.0
2015-12-16 18:08:00,2015-12-16,Seated Military Press (Dumbbell),6,65,9340.0,180.0,138.33333333333334,258.0,13,120.0,2960.0,28.0,160.0,3.0,180.0,7020.0,252.0,180.0,8000.0,240.0,60.0,6380.0,37.0,98.0,0.0,2320.0,6.0,5.074247685185185,3,160.0,5993.333333333333,217.33333333333334,44.0,180.0,252.0,-60.0,-5040.0,-80.0,180.0
